Year,Make,Model,Trim,Body,Transmission,Vehicle Identification Number,Odometer,Seller,Market Price,Selling Price,Sale Date,State
2013,Subaru,Outback,2.5i Limited PZEV,Wagon,Automatic,4s4brbkc6d3320313,35145,Dollar Rac/Seattle,22000,23100,2015-01-14,Washington
2013,Chevrolet,Impala,LS Fleet,Sedan,Automatic,2g1wf5e30d1215129,60187,The Hertz Corporation,8750,8300,2015-06-10,California
2003,BMW,3 Series,325i,wagon,Automatic,wbaen33433pc12345,89265,Boston Foreign Motor,4275,4300,2015-06-16,Massachusetts
2011,Kia,Forte,EX,Sedan,Automatic,knafu4a24b5399004,70097,Santander Consumer,7150,6600,2015-03-05,Florida
2010,Chevrolet,Camaro,2LT,Coupe,Automatic,2g1fc1ev2a9205962,48003,Jimmie Johnson Kearny Mesa Chevrolet,17800,16000,2015-05-19,California
2011,Dodge,Charger,Base,Sedan,Automatic,2b3cl3cg2bh544014,57595,Cameron Motor Sports,14100,13700,2015-02-19,Georgia
2012,Honda,Odyssey,EX,Minivan,Automatic,5fnrl5h41cb014787,24985,Ahfc/Honda Lease Trust/Hvt  Inc. Eot,18600,17000,2014-12-31,New Jersey
2009,Kia,Borrego,EX,suv,Automatic,kndjj742495018670,61177,Alternative Enterprises Inc,11550,12300,2015-06-09,Florida
2004,Infiniti,G35,Base,Coupe,Automatic,jnkcv54e84m303929,128608,Automobile Acceptance Corp,6450,6300,2015-02-12,Georgia
2013,Chevrolet,Equinox,LT,SUV,Automatic,2gnflnek4d6361566,54132,The Hertz Corporation,16500,16800,2015-02-06,Nevada
2010,Ford,F-150,XLT,supercab,Automatic,1ftfx1ev4afb45380,99414,Auto Select Inc,14350,16400,2015-06-19,Pennsylvania
2011,Ford,Fusion,SE,Sedan,Automatic,3fahp0ha5br196800,51520,Exeter Finance Corp,9600,9100,2015-02-26,Minnesota
2010,Volkswagen,CC,Sport,sedan,Automatic,wvwml7an5ae501773,102879,Wilde Honda,7700,7900,2015-06-18,Florida
2015,Ford,Fiesta,SE,Hatchback,Automatic,3fadp4ej5fm107840,9450,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11650,6750,2015-03-04,New Jersey
2004,Honda,Accord,EX,Sedan,Automatic,1hgcm56674a101225,113809,Select Remarketing Group Llc/Anderson Financial,4725,1700,2015-02-03,Maryland
2006,Ford,Explorer,XLT,SUV,Automatic,1fmeu63e46ua78282,101417,Ford Motor Credit Company Llc,5675,3800,2015-02-17,Florida
2006,Toyota,Sienna,LE 8-Passenger,Minivan,Automatic,5tdza23c56s391853,162628,Meridian Remarketing,4350,4300,2015-02-10,Illinois
2014,Mazda,MX-5 Miata,Grand Touring,Convertible,Automatic,jm1nc2pf3e0235583,3020,Mazda Motors Of America Inc.,23600,24500,2015-02-19,Michigan
2004,Jeep,Grand Cherokee,Limited,SUV,Automatic,1j4gx58s54c112787,114150,Coggin Toyota At The Avenues,3925,4100,2015-02-26,Florida
2012,Honda,Civic,LX,Sedan,Automatic,19xfb2f51ce317929,27280,Ahfc/Honda Lease Trust/Hvt  Inc. Eot,11450,11700,2015-01-02,Pennsylvania
2011,GMC,Sierra 3500HD,SLT,Crew Cab,Automatic,1gt424c81bf123987,101777,Ray Laethem Chrysler Dodge Jeep Ram,31800,25000,2015-01-29,Michigan
2011,Ford,F-150,XLT,SuperCrew,Automatic,1ftfw1et0bfc38450,105667,Ford Motor Credit Company Llc,18900,15300,2015-05-21,Texas
2013,Ram,1500,Tradesman,Quad Cab,Automatic,1c6rr7ft6ds596563,22266,Fifth Third Bank,22100,22400,2015-01-28,Tennessee
2009,Nissan,Murano,S,SUV,Automatic,jn8az18w09w115169,120237,Capital One Auto Finance,7975,8900,2015-01-21,Wisconsin
2012,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5ap1cc821613,42019,Nissan-Infiniti Lt,16650,14300,2015-01-23,Pennsylvania
2014,Chevrolet,Captiva Sport,LT Fleet,SUV,Automatic,3gnal3ek4es584952,18541,Gm Remarketing,16400,16800,2015-03-10,Illinois
2011,Ford,Escape,XLT,SUV,Automatic,1fmcu0dg4bkb79445,92290,Tdaf Remarketing,8525,8300,2014-12-23,Texas
2008,Hyundai,Accent,GLS,Sedan,Automatic,kmhcn46c48u173768,114834,Santander Consumer,2750,2000,2015-01-20,Ohio
2008,Chevrolet,Cobalt,LT,Sedan,Automatic,1g1al58f887251166,88888,Wells Fargo Dealer Services,4000,3800,2015-05-27,Tennessee
2013,Ford,Focus,SE,Sedan,Automatic,1fadp3f28dl232167,38588,Ford Motor Credit Company Llc,10550,9800,2015-02-24,Ohio
2012,Lexus,IS 250,Base,Sedan,Automatic,jthbf5c20c5173377,29828,Lexus Financial Services,21800,23700,2015-01-27,Florida
2013,Chevrolet,Impala,LT Fleet,sedan,Automatic,2g1wg5e3xd1244912,53359,The Hertz Corporation,9175,9400,2015-06-03,New Jersey
2013,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5ap7dc837588,11948,Nissan Motor Acceptance Corporation,16000,16750,2015-05-26,California
2007,Cadillac,Escalade ESV,Base,SUV,Automatic,1gyfk66887r331784,77621,Bluewater Motorsports Ws,20600,16600,2015-02-20,North Carolina
2002,Jaguar,X-Type,2.5,Sedan,Automatic,sajea51d82xc32555,112796,Purple Heart Services Inc,2425,1000,2014-12-17,California
2014,Mazda,CX-9,Touring,SUV,Automatic,jm3tb3ca6e0433902,33299,Avis Corporation,22500,22100,2015-06-17,Wisconsin
2004,Chrysler,Sebring,Base,Sedan,Automatic,1c3al46j54n387239,97595,Dt Credit Corporation,1900,2300,2015-03-05,California
2013,Dodge,Charger,SE,Sedan,Automatic,2c3cdxbg4dh622613,25148,Ontario Auto Sales,16800,20000,2015-03-03,California
2014,Chevrolet,Cruze,LS,sedan,Automatic,1g1pa5sh4e7262669,8006,Gm Financial,11750,10300,2015-06-05,Nevada
2012,Chrysler,200,LX,Sedan,Automatic,1c3ccbab4cn320692,47589,Capital One Auto Finance,9525,9600,2015-01-06,Massachusetts
2006,Mercedes-Benz,SL-Class,SL500,Convertible,Automatic,wdbsk75f66f109706,37811,Auto Gallery,21100,22500,2015-06-04,California
2012,Toyota,Camry,LE,sedan,Automatic,4t1bf1fk5cu046857,37532,Toyota Financial Services,12350,11700,2015-06-03,Missouri
2009,Chevrolet,Silverado 2500HD,LT,crew cab,Automatic,1gchk53649f116600,177852,The Car Exchange,19050,19000,2015-06-17,California
2006,Saturn,ION,2,Sedan,Automatic,1g8aj55f06z127325,61769,Earnhardt,3575,2850,2015-02-12,Arizona
2014,Ford,Edge,Limited,suv,Automatic,2fmdk4kc0eba72053,33346,Avis Budget Group,23100,23900,2015-06-02,Georgia
2013,Lexus,RX 350,Base,SUV,Automatic,2t2zk1ba5dc100776,20869,Lexus Of North Miami,32600,32600,2015-02-27,Florida
2013,Ford,Taurus,SEL,Sedan,Automatic,1fahp2e86dg173503,7034,Ford Motor Credit Company Llc,16050,15000,2015-06-03,New Jersey
2008,Mercedes-Benz,S-Class,S550 4MATIC,Sedan,Automatic,wddng86x68a159718,92635,Remarketing Of America,21200,16600,2015-05-12,Pennsylvania
2008,Chevrolet,Malibu,LS,Sedan,Automatic,1g1zg57b084211901,109170,Ace Motor Acceptance Corporation,5300,2800,2015-05-28,Virginia
2008,Toyota,Camry Hybrid,Base,Sedan,Automatic,4t1bb46k98u033095,156722,Riverside Chevrolet Inc,5650,5500,2015-02-10,Georgia
2012,Acura,MDX,Base,SUV,Automatic,2hnyd2h25ch525834,32848,Ahfc/Honda Lease Trust/Hvt  Inc Acuras,27300,26900,2015-01-16,Pennsylvania
2014,Volkswagen,Passat,S,sedan,Automatic,1vwah7a30ec008357,13900,Vw Credit,14650,10800,2015-06-18,Texas
2013,Mercedes-Benz,E-Class,E350 Sport 4MATIC,sedan,Automatic,wddhf8jb2da749310,27380,Terryville Chevrolet Llc,30600,31000,2015-06-04,Georgia
2010,Ford,F-150,Harley-Davidson,SuperCrew,Automatic,1ftfw1cv7aka57615,94362,Arcadia Chevrolet Buick Inc.,16100,16400,2015-03-03,Florida
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac6dh808264,25599,Merchants Leasing,13100,12600,2015-02-25,California
2012,Kia,Sorento,LX,SUV,Automatic,5xyktca69cg288720,42703,Best Chevrolet,14600,14600,2015-01-22,Georgia
2007,Chevrolet,TrailBlazer,LS,SUV,Automatic,1gnds13s372167845,135809,Wells Fargo Dealer Services,3025,3600,2015-05-28,Georgia
2011,Nissan,Rogue,SV,SUV,Automatic,jn8as5mv2bw309202,37611,Nissan-Infiniti Lt,15850,16400,2014-12-31,Missouri
2011,Nissan,Murano,SV,SUV,Automatic,jn8az1mu6bw069115,42048,Nissan-Infiniti Lt,16050,16500,2015-02-10,Ohio
2004,Volvo,XC90,T6,SUV,Automatic,yv1cm91h841082063,124068,Ez Title Loans/Zaina Corp,4075,1500,2015-02-19,Virginia
2014,Ford,Fusion,Titanium,Sedan,Automatic,3fa6p0k98er301811,22871,Ford Motor Credit Company,19950,20000,2015-02-19,Tennessee
2012,Jeep,Liberty,Sport,suv,Automatic,1c4pjmak4cw154571,61108,Hann Financial Services,13550,12900,2015-06-05,Pennsylvania
2001,Saturn,S-Series,SL1,Sedan,Automatic,1g8zh52851z295054,148114,Purple Heart Services Inc,1000,300,2015-01-27,Maryland
2014,GMC,Savana Cargo,2500,Van,Automatic,1gtw7fca0e1908737,2438,U-Haul Technical Center,22400,22600,2015-02-12,Arizona
2011,Ram,1500,ST,Quad Cab,Automatic,1d7rv1gtxbs687290,90312,Lease Plan Usa,17700,18000,2015-02-17,North Carolina
2008,Chevrolet,Suburban,1500 LS,SUV,Automatic,3gnfc16028g285930,91902,American Road Leasing Inc,13800,15500,2014-12-17,California
2012,Ram,1500,Sport,Quad Cab,Automatic,1c6rd7ht9cs335874,25730,Automobiles Paille Inc,24400,22000,2015-01-29,Michigan
2013,Nissan,Altima,3.5 SL,Sedan,Automatic,1n4bl3ap2dn492333,14122,Nissan-Infiniti Lt,22700,24200,2015-06-02,Texas
2005,Dodge,Caravan,SE,Minivan,Automatic,1d4gp25b25b129436,147450,Credit Acceptance Corp/Vrs/Southfield,1425,1200,2015-02-11,Virginia
2012,Ford,Fusion,SEL,sedan,Automatic,3fahp0ja8cr450561,71353,Donlen Exchange Services Inc,9825,9500,2015-06-12,Florida
2014,Ford,Escape,SE,SUV,Automatic,1fmcu0gx0eua79301,37492,Ars/Avis Budget Group,15950,16000,2015-02-18,Tennessee
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap8cc136355,22615,Nissan-Infiniti Lt,12950,12000,2015-02-24,Florida
2007,Hyundai,Tiburon,GT,Hatchback,Manual,kmhhn66f27u251068,73468,Financial Services Remarketing (Repos),5475,5300,2015-01-16,Nevada
2012,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al2ap9cc158378,37198,Nissan-Infiniti Lt,12300,12400,2014-12-23,Florida
2010,Hyundai,Accent,GLS,sedan,Automatic,kmhcn4ac1au495099,88955,Bb&T Asset Disposal,3925,3800,2015-06-16,Texas
2014,Volvo,S60,T5,Sedan,Automatic,yv1612fsxe2296663,21380,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,21800,14750,2015-01-29,California
2003,Pontiac,Grand Am,GT,Coupe,Automatic,1g2nw12e73c229799,107288,Heritage Acceptance,2275,1300,2015-01-29,Ohio
2013,Ford,Escape,SEL,SUV,Automatic,1fmcu9hx1duc85406,34715,Ford Motor Credit Company Llc,18950,18000,2015-02-11,Missouri
2013,Dodge,Grand Caravan,SE,Minivan,Automatic,2c4rdgbg5dr723336,42148,Ez Rent A Car/Orlando,12100,11300,2014-12-19,Nevada
2002,Honda,Passport,EX,SUV,Automatic,4s6dm58w824405419,152759,Braeger Chevrolet,1600,325,2014-12-31,Wisconsin
2013,Ford,Edge,SE,suv,Automatic,2fmdk3gc0dba38194,50984,Xcar Inc,14450,16600,2015-06-17,Washington
2007,Mazda,CX-9,Grand Touring,SUV,Automatic,jm3tb38c170100844,81073,Consumer Portfolio Services,7850,9000,2015-01-28,Virginia
2007,HUMMER,H3,Base,suv,Automatic,5gtdn13e478172262,94831,Grow Financial Fcu,11900,12400,2015-06-04,Florida
2009,Dodge,Charger,Base,sedan,Automatic,2b3ka43d39h512499,101539,Mccarthy Chevrolet Inc,7050,5200,2015-06-17,Missouri
2004,Hyundai,Santa Fe,GLS,SUV,Automatic,km8sc13d44u578262,182688,Courtesy Hyundai,1000,2400,2015-01-22,Florida
2012,Infiniti,G Sedan,G37 Journey,G Sedan,Automatic,jn1cv6ap2cm626226,26926,Nissan Infiniti Lt,21300,19400,2015-01-20,Georgia
2014,MINI,Cooper,Base,Convertible,Automatic,wmwzn3c5xet569913,30830,Sixt Rent A Car Llc,16950,18300,2015-03-03,Florida
2014,Ford,Fiesta,SE,Hatchback,Automatic,3fadp4ej3em114686,36590,Avis Corporation,10350,10800,2015-01-06,Maryland
2013,Nissan,Rogue,S,suv,Automatic,jn8as5mv0dw634093,57536,The Hertz Corporation,12200,13900,2015-06-10,California
2013,Chevrolet,Sonic,LT,Sedan,Automatic,1g1jc5sh8d4192514,48081,The Hertz Corporation,8175,7200,2015-05-21,Nebraska
2012,Dodge,Charger,SE,sedan,Automatic,2c3cdxbg8ch247226,58763,Ge Fleet Services For Itself/Servicer,13650,13300,2015-06-03,Colorado
2001,Audi,A6,2.7T quattro,Sedan,Automatic,waued64b51n144766,182736,American Leasing/Northstar,1200,300,2015-05-20,New Jersey
2014,Ford,Escape,SE,suv,Automatic,1fmcu9g90eud26211,33482,Avis Budget Group,18250,17800,2015-06-17,Texas
2014,Chevrolet,Cruze,1LT,Sedan,Automatic,1g1pc5sb9e7124955,30385,Enterprise Vehicle Exchange / Tra / Rental / Tulsa,11900,10400,2015-02-24,California
2008,Volvo,S80,3.2,Sedan,Automatic,yv1as982x81072512,100352,Jpmorgan Chase Bank N.A.,6925,6300,2015-01-15,Virginia
2013,GMC,Acadia,Denali,SUV,Automatic,1gkkrtkd0dj245868,46715,Stanley Chevrolet Buick Gmc Gatesville,30300,30000,2015-02-11,Texas
2013,Infiniti,G Coupe,G37x,G Coupe,Automatic,jn1cv6el7dm980283,7470,Nissan Infiniti Lt,27600,26500,2014-12-31,New Jersey
2013,Hyundai,Elantra,GLS,sedan,Automatic,5npdh4aexdh332340,13067,Hyundai Motor Finance,11850,12600,2015-06-04,Georgia
2009,MINI,Cooper Clubman,John Cooper Works,Hatchback,Manual,wmwmm93599tf99462,61647,Autonation Honda Clearwater,12650,11000,2015-06-02,Florida
2014,Ford,Mustang,V6,Convertible,Automatic,1zvbp8emxe5292066,27635,Ars/Enterprise,18800,18700,2015-05-26,Georgia
2012,Honda,CR-V,EX-L,SUV,Automatic,2hkrm4h74ch620670,124399,Westfall Auto Sales,17950,16500,2015-02-03,Florida
2013,Hyundai,Veloster,Turbo,Hatchback,Automatic,kmhtc6ae5du178627,15695,Donlen Corporation,15400,16100,2015-01-29,California
2012,GMC,Sierra 1500,SLT,Crew Cab,Automatic,3gtp2we79cg112149,39826,Midtown Motors,30100,29000,2015-02-25,Tennessee
2014,Nissan,Sentra,SV,sedan,Automatic,3n1ab7ap1ey202414,37958,Nissan Motor Acceptance Corporation,10850,9900,2015-06-16,Georgia
2012,Volkswagen,Jetta,SE PZEV,Sedan,Automatic,3vwdp7aj5cm107721,33094,Vw Credit,10200,9000,2015-05-21,California
2011,Mazda,CX-9,Touring,SUV,Automatic,jm3tb3ca5b0321152,46445,Jpmorgan Chase Bank N.A.,17700,17600,2015-02-11,Texas
2008,Chevrolet,Impala,LT,Sedan,Automatic,2g1wt58k589202914,107564,Dt Credit Corporation,4950,5200,2015-01-07,Wisconsin
2007,Volvo,S40,2.4i,Sedan,Automatic,yv1ms382772300484,81842,Car Sense Inc,5675,6000,2015-02-24,Pennsylvania
2010,Mercedes-Benz,GL-Class,GL350 BlueTEC,suv,Automatic,4jgbf2fe0aa583893,67970,Apexcars Net,26500,27000,2015-06-03,California
2013,Ford,Escape,Titanium,suv,Automatic,1fmcu9j90dud62388,7287,Ford Motor Credit Company Llc,24000,23600,2015-06-17,New Jersey
2011,Chrysler,300,C,sedan,Automatic,2c3ca6ct0bh536856,79611,Pohanka Chevrolet Inc,16700,15900,2015-05-28,Virginia
2013,Infiniti,FX,FX37,SUV,Automatic,jn8cs1mw2dm173243,48325,The Hertz Corporation,24400,23200,2015-05-28,Arizona
2004,Nissan,Maxima,3.5 SL,Sedan,Automatic,1n4ba41e94c869942,191437,College Park Motor Cars Inc,2650,2100,2015-03-03,Maryland
2014,Lincoln,MKZ,Base,sedan,Automatic,3ln6l2gk4er820914,34181,Avis Budget Group,22000,22800,2015-06-16,Missouri
2011,Nissan,Maxima,3.5 SV,Sedan,Automatic,1n4aa5ap7bc846045,109114,Nissan-Infiniti Lt,13300,12100,2015-02-06,Pennsylvania
2000,Chevrolet,Blazer,LT,SUV,Automatic,1gndt13w8y2114950,153898,Credit Acceptance Corp/Vrs/Southfield,1725,400,2015-02-25,Wisconsin
2013,Infiniti,G Coupe,G37x,G Coupe,Automatic,jn1cv6el8dm983046,15338,Nissan Infiniti Lt,24900,24200,2015-03-10,Georgia
2007,Mercedes-Benz,R-Class,R320 CDI,Wagon,Automatic,4jgcb22e37a040522,99000,Ferco Motors Corp,9875,10400,2015-01-13,Florida
2007,Toyota,Tundra,SR5,CrewMax Cab,Automatic,5tbev54187s460692,146205,Onesource/Savannah Toyota Scion,12850,11200,2015-02-12,Georgia
2014,Chevrolet,Traverse,LT,SUV,Automatic,1gnkrgkd3ej304178,9981,Bank Of Hawaii,26600,28500,2015-03-04,Hawaii
2009,Lexus,ES 350,Base,Sedan,Automatic,jthbj46g292274303,69520,Dm Northwest Inc,13600,15000,2015-02-12,Nebraska
2007,Honda,Civic,EX,sedan,Automatic,1hgfa16817l038938,142061,Honda West,5550,4800,2015-06-05,Nevada
2010,Chevrolet,Colorado,LT1,Crew Cab,Automatic,1gcjtcde5a8135206,48803,Big Tree Auto Brokers,17950,19700,2015-02-27,Pennsylvania
2005,GMC,Sierra 1500,SLT,Crew Cab,Automatic,2gtek13t951155539,137713,Hendrick Fiat Of Cary,10400,10700,2015-02-09,North Carolina
2013,Ford,Escape,Titanium,SUV,Automatic,1fmcu0j92dud32837,23984,Ford Motor Credit Company Llc Pd,20800,20000,2015-05-28,Florida
2013,Toyota,Corolla,L,Sedan,Automatic,5yfbu4ee1dp160862,25550,Central Florida Educators Fcu,11100,10500,2015-05-27,Florida
2007,Volvo,C70,T5,Convertible,Automatic,yv1mc68277j014302,89569,American Road Leasing Inc,7825,7700,2015-03-04,California
2013,Infiniti,FX,FX37,SUV,Automatic,jn8cs1mwxdm173782,46007,The Hertz Corporation,26700,26000,2015-02-26,Florida
1999,BMW,5 Series,528i,Sedan,Automatic,wbadm633xxby23657,124362,Lexus Of Clearwater,1725,2800,2014-12-23,Florida
2013,Nissan,Maxima,3.5 S,Sedan,Automatic,1n4aa5ap8dc827412,56119,The Hertz Corporation,14050,14900,2015-02-26,Illinois
2011,Toyota,Camry,LE,Sedan,Automatic,4t1bf3ek1bu771495,98592,Santander Consumer,8875,9400,2015-02-16,North Carolina
2014,Hyundai,Accent,GLS,Sedan,Automatic,kmhct4ae0eu608313,21062,Hyundai Motor America,11000,11400,2015-01-06,Georgia
2007,Nissan,Titan,LE,Crew Cab,Automatic,1n6ba07b47n225576,164904,Carriage Traders,8925,9700,2015-02-20,Pennsylvania
2012,Chevrolet,Cruze,1LT,Sedan,Automatic,1g1pf5sc2c7308664,60918,The Hertz Corporation,8675,8700,2015-01-13,Illinois
2013,Mercedes-Benz,C-Class,C250 Sport,Sedan,Automatic,wddgf4hb2dr272227,37884,The Hertz Corporation,21000,20700,2015-02-24,Georgia
2014,Dodge,Durango,Limited,SUV,Automatic,1c4rdjdg1ec537863,14651,Pv Holding Inc/Gdp,30800,28600,2015-01-08,Pennsylvania
2008,Acura,MDX,Base,SUV,Automatic,2hnyd28868h547319,82855,Texas Direct Auto,15850,14100,2015-01-14,Texas
2013,Chevrolet,Malibu,LS,Sedan,Automatic,1g11b5saxdf295749,29251,Gm Financial,12250,12400,2015-05-26,Colorado
2013,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4acxdh809319,31297,Merchants Leasing,12800,12800,2015-03-03,Illinois
2013,Infiniti,G Sedan,G37x,G Sedan,Automatic,jn1cv6ar0dm762096,26105,Nissan Infiniti Lt,21600,22600,2015-02-11,Tennessee
2005,BMW,6 Series,645Ci,Convertible,Automatic,wbaek73415b322954,87669,Tdaf Remarketing,13500,11100,2015-05-28,Texas
2013,Ford,Explorer,Base,SUV,Automatic,1fm5k7b84dgb52187,15672,Ford Motor Credit Company Llc,21000,21400,2014-12-23,Ohio
2005,Mercedes-Benz,CLK-Class,CLK320,convertible,Automatic,wdbtk65g85t041559,54881,Lauderdale Imports Ltd Bmw Pembrok Pines,11450,10500,2015-06-05,Florida
2003,Honda,Pilot,EX,SUV,Automatic,2hkyf18423h533831,205290,Coggin Honda,2900,3300,2015-02-05,Florida
2011,Chrysler,200,Touring,Sedan,Automatic,1c3bc1fb8bn536087,92804,Santander Consumer,7200,7700,2015-01-07,Texas
2009,Honda,Pilot,EX,SUV,Automatic,5fnyf48479b054877,102003,A & N Auto Sales Inc,11700,12000,2015-01-21,New Jersey
2011,Chevrolet,Impala,LT Fleet,Sedan,Automatic,2g1wg5ek8b1256805,46841,Ge Fleet Services For Itself/Servicer,9525,7300,2015-01-29,Arizona
2012,Honda,Civic,LX,Sedan,Automatic,19xfb2f50ce320952,40211,Ahfc/Honda Lease Trust/Hvt  Inc. Eot,10500,10500,2015-02-12,California
2009,Saturn,VUE,XR,SUV,Automatic,3gscl53789s513873,102165,New Horizon Community Credit Union,6350,5800,2014-12-31,Ohio
2012,Toyota,Prius,Three,Hatchback,Automatic,jtdkn3duxc5530797,45627,Ge Fleet Services For Itself/Servicer,14000,9900,2015-01-13,California
2014,Nissan,Altima,2.5 S,Sedan,Automatic,1n4al3ap3en233671,13870,Nissan North America Inc.,17100,19400,2014-12-18,Tennessee
2012,Ford,Focus,SE,Sedan,Automatic,1fahp3f21cl351811,63462,Capital One Auto Finance,8375,7400,2015-02-03,Massachusetts
2012,Chevrolet,Cruze,2LT,Sedan,Manual,1g1pm5sc3c7238789,38260,R Hollenshead Auto Sales Inc,10700,10900,2015-02-13,Pennsylvania
2014,Dodge,Grand Caravan,SXT,Minivan,Automatic,2c4rdgcg5er209289,78489,Ge Fleet Services For Itself/Servicer,15200,12800,2014-12-30,Texas
2014,Volkswagen,Golf,2.5L PZEV,Hatchback,Automatic,wvwdb7aj5ew004447,18890,Vw Credit  Inc/Pilot,15200,16000,2015-02-04,Georgia
2013,Honda,Accord,EX,Sedan,Automatic,1hgcr2f73da059614,29112,Santander Consumer,17850,17900,2015-03-04,Texas
2011,Hyundai,Sonata,GLS,Sedan,Automatic,5npeb4ac3bh307054,74394,Hyundai Motor Finance,8650,9900,2014-12-30,Ohio
2013,Nissan,Altima,2.5,sedan,Automatic,1n4al3ap0dc234237,28203,Nissan-Infiniti Lt,16550,17700,2015-06-10,New Jersey
2012,Infiniti,G Sedan,G37 Journey,g sedan,Automatic,jn1cv6ap6cm622633,45086,Remarketing By Ge/Manheim Riverside,21400,15000,2015-06-04,California
2011,Nissan,Rogue,S,SUV,Automatic,jn8as5mv4bw315549,25933,Nissan-Infiniti Lt,14050,13800,2015-01-14,New Jersey
